Name,AccountCreationDate,Followers,Following,Favorites,Tweets,Lists,Verified,Protected,DefaultProfile,LastPosted
George34918372,2020-11-07,0,10,0,0,0,0,0,1,
RachelleBatten,2014-06-29,0,7,2,0,0,0,0,1,
Benoitrichard17,2020-11-07,0,2,0,0,0,0,0,1,
Anonymous177658,2020-11-07,1,45,0,0,0,0,0,1,
GregoryCorbitt2,2020-11-07,0,107,0,0,0,0,0,1,
hitokuzu123456,2014-12-14,52,9,31,0,0,0,0,1,
matloss57,2018-02-05,5,175,1,0,0,0,0,1,
na_shareefa,2020-11-07,0,20,0,0,0,0,0,1,
John_Woosely,2017-06-18,0,24,0,0,0,0,0,1,
Abdolla52513820,2020-09-19,1,34,5,0,0,0,0,1,
Christi01743639,2020-11-07,0,35,0,0,0,0,0,1,
NathanC20168527,2020-11-07,1,36,1,0,0,0,0,1,
Caim_Cheng,2016-12-09,1,20,0,0,0,0,0,1,
sergelevass,2018-02-23,1,51,47,0,0,0,0,1,
hesspress,2015-02-08,40,43,0,0,0,0,0,1,
CathyHurless,2011-01-04,8,402,16,0,0,0,0,1,
rcrcrc2,2013-05-26,0,25,0,0,0,0,0,1,
IiSelke,2020-11-07,0,2,0,0,0,0,0,1,
A4ZJ6qiBJcZvHkH,2020-11-07,0,1,0,0,0,0,0,1,
Thngng88263662,2020-11-07,0,1,0,0,0,0,0,1,
Cameron_1011,2015-08-24,1,1,3,0,0,0,0,1,
Mustafa47659669,2020-11-05,0,6,0,0,0,0,0,1,
KellyClaytor,2020-11-07,0,30,1,0,0,0,0,1,
JustusGitahi,2011-05-25,41,253,60,150,0,0,1,1,
9n183,2020-11-07,2,23,0,0,0,0,0,1,
todddavidson74,2020-11-07,0,115,0,0,0,0,0,1,
TinaBuhler,2012-04-18,8,56,165,14,0,0,1,1,
olixxxs1,2020-11-04,0,1,0,0,0,0,0,1,
Fust86514392,2017-08-09,0,20,1,0,0,0,0,1,
excelnlwn,2020-11-07,0,4,0,0,0,0,0,1,
RajaML19,2020-11-07,0,15,0,0,0,0,0,1,
Laura61590164,2020-11-07,0,5,0,0,0,0,0,1,
chilaxificatiin,2015-09-17,2,142,47,40,0,0,1,1,
annemariehanna5,2020-11-07,0,4,0,0,0,0,0,1,
DC_Bi_Freak,2009-05-11,185,1430,1810,6945,1,0,1,0,
_Brooke_Roberts,2015-11-06,185,174,17032,3573,0,0,1,1,
Menol741,2020-11-07,0,5,0,0,0,0,0,1,
yuungkaylaaa,2020-11-06,0,14,0,0,0,0,0,1,
Unknown76346034,2020-11-07,0,27,0,0,0,0,0,1,
Carol34073122,2020-11-07,0,13,0,0,0,0,0,1,
joeniner8080,2020-11-07,0,18,0,0,0,0,0,1,
LauraPogore,2020-11-07,0,10,0,0,0,0,0,1,
CreechJohnathan,2020-11-07,0,63,0,0,0,0,1,1,
patet231,2020-11-07,0,4,0,0,0,0,0,1,
FistonKalamo,2020-09-02,2,73,7,0,0,0,0,1,
GavinAd87790825,2020-11-07,0,7,0,0,0,0,0,1,
simonelli_j,2013-05-24,20,469,20,459,0,0,1,1,
RubenDiaz_505,2020-11-02,1,20,27,0,0,0,0,1,
Luckschmuck,2013-04-28,2,125,1271,0,0,0,0,1,
AXIyeRQCiByJiiJ,2020-11-03,0,48,2,0,0,0,0,1,
NinhPhan11,2020-11-01,0,4,0,0,0,0,0,1,
Atim_chen,2020-11-07,0,9,0,0,0,0,0,1,
Kami79578867,2020-11-07,0,12,0,0,0,0,0,1,
BerniceAdeoye,2020-11-02,0,2,1,0,0,0,0,1,
tamang74970215,2020-10-02,0,6,1,0,0,0,0,1,
Claudia11074236,2020-10-05,0,20,1,0,0,0,0,1,
IdrissaDin,2016-12-23,3,58,32,20,0,0,1,1,
Phillipmblanch1,2020-11-07,0,9,0,0,0,0,0,1,
MuringB,2020-08-03,0,3,0,0,0,0,0,1,
DanielH77257613,2020-11-07,0,8,0,0,0,0,0,1,
alyprem,2014-05-29,171,154,44486,8588,3,0,1,1,
JeanPhenia,2020-11-07,0,9,0,0,0,0,0,1,
ChristineKarta2,2020-11-07,0,27,0,0,0,0,0,1,
HS87619575,2019-12-21,0,9,1,0,0,0,0,1,
JoannPlechaty,2020-08-08,0,30,9,0,0,0,0,1,
susan05060387,2020-11-07,0,1,0,0,0,0,0,1,
MubSepi,2012-08-08,39,379,6,0,0,0,0,0,
jose_bonnie,2020-10-17,1,44,3,0,0,0,0,1,
1998_micchan,2017-03-15,126,180,36,42,0,0,1,1,
aud_waage,2020-11-07,0,17,0,0,0,0,0,1,
pawande25673707,2020-11-07,0,61,0,0,0,0,0,1,
AutumnM64563906,2020-11-07,0,1,0,0,0,0,0,1,
DawnRob84862348,2020-08-29,4,12,2,0,0,0,0,1,
susan58102040,2020-11-07,0,3,0,0,0,0,0,1,
Kwong14415849,2020-11-07,0,5,0,0,0,0,0,1,
Baraby110,2017-11-07,1,12,5,0,0,0,0,1,
benjami96200647,2020-11-07,0,2,0,0,0,0,0,1,
FengLiangjie,2020-10-26,0,12,0,0,0,0,0,1,
Araceli45399628,2020-07-10,0,56,0,0,0,0,0,1,
gSunMPBdjV8RWk9,2020-11-07,0,1,0,0,0,0,0,1,
shandon1313,2012-11-07,160,58,2712,4294,3,0,1,0,
MarinaM73772692,2020-11-07,0,3,0,0,0,0,0,1,
DawnWalz,2013-04-16,0,15,1,0,0,0,0,1,
Gary80019206,2020-11-07,0,8,0,0,0,0,0,1,
dakinebrah_,2019-09-17,33,83,3531,996,0,0,1,1,
isabellalow3,2020-08-03,0,25,10,0,0,0,0,1,
marythestranger,2007-10-18,1547,1159,8031,22245,65,0,1,0,
luxy39493461,2020-11-07,0,11,0,0,0,0,0,1,
mohamma77362863,2020-11-07,0,16,0,0,0,0,0,1,
HuxtableAlan,2020-10-30,0,38,0,0,0,0,0,1,
ListingsMarc,2020-10-08,0,5,0,0,0,0,0,1,
taidi71,2020-11-07,0,2,0,0,0,0,0,1,
JulieHaddon5,2020-11-07,0,4,0,0,0,0,0,1,
hanbouu,2020-11-07,0,40,1,0,0,0,0,1,
Amirmahdaviyan1,2020-11-07,0,4,0,0,0,0,0,1,
John39654703,2020-08-21,0,2,1,0,0,0,0,1,
i_einess,2020-08-26,1,13,146,0,0,0,0,1,
emmanuelopokun5,2020-11-05,1,22,6,0,0,0,0,1,
daniellermarie,2020-06-26,4,15,1,0,0,0,0,1,
Camyaboii,2015-09-18,150,168,8496,4493,0,0,1,1,
XlKH0wUE5vkzGp2,2020-11-07,0,21,0,0,0,0,0,1,
orvwho,2010-01-30,3,23,10,548,0,0,1,0,
felipe53203780,2019-02-15,11,909,3375,21,0,0,1,1,
Jordan73297872,2020-10-25,2,18,1,0,0,0,0,1,
JaarsveldMj,2020-11-07,0,19,0,0,0,0,0,1,
Fatchululum20,2020-11-07,0,18,1,0,0,0,0,1,
_lifes2short__,2020-11-07,1,226,0,0,0,0,0,1,
Rugirakimazi,2020-10-30,2,46,0,0,0,0,0,1,
BiNga14498295,2020-11-07,0,1,0,0,0,0,0,1,
TaliaTignanelli,2020-11-07,1,24,0,0,0,0,0,1,
cherryybomb18,2020-04-05,9,159,1865,696,0,0,1,1,
bernard_chabot,2020-11-05,0,2,0,0,0,0,0,1,
vaysmorez,2020-11-07,0,28,0,0,0,0,0,1,
niga65444097,2020-10-26,0,1,0,0,0,0,0,1,
cjbfunfhjbfhnbv,2020-11-04,0,13,0,0,0,0,0,1,
zsIeU7QXxy6LjFX,2020-08-12,2,41,24,0,0,0,0,1,
CassiusLyn,2020-11-07,1,21,0,0,0,0,0,1,
mallee39050074,2018-08-07,1,2,0,0,0,0,0,1,
GangNing5,2020-11-07,0,16,0,0,0,0,0,1,
quiettrump1,2020-11-07,0,44,0,0,0,0,0,1,
AndersonTyji,2020-11-07,2,133,0,0,0,0,0,1,
NjagiJ2,2020-11-04,3,11,1,0,0,0,0,1,
Heather21864095,2020-11-07,0,5,0,0,0,0,0,1,
lukewags10,2017-04-10,0,88,0,0,0,0,1,1,
yossarian1978,2014-08-22,3,55,1,0,0,0,0,1,
PyfRNcj8fi6lt7q,2020-10-10,0,7,3,0,0,0,0,1,
SteveSiaji3,2020-10-09,4,304,3,0,0,0,0,1,
LeanneWestgarth,2020-11-07,0,2,0,0,0,0,0,1,
mmapulajk,2013-10-18,27,133,54,1576,0,0,1,1,
PaulYou98392915,2020-11-07,0,36,0,0,0,0,0,1,
TAatsinki,2020-11-05,0,2,1,0,0,0,0,1,
CatanoAdarve,2020-11-01,0,1,1,0,0,0,0,1,
quyen1407,2020-07-14,0,1,0,0,0,0,0,1,
ksullivan4,2020-11-07,0,1,0,0,0,0,0,1,
Daylynn10475902,2020-11-07,0,32,0,0,0,0,0,1,
michael22611607,2020-11-07,0,1,0,0,0,0,0,1,
Chantel12277842,2020-11-07,0,3,0,0,0,0,0,1,
mrmonju14,2020-10-26,0,5,0,0,0,0,0,1,
Miranachristia2,2020-11-06,1,70,3,0,0,0,0,1,
dinah_hickman,2020-11-07,0,1,0,0,0,0,1,1,
gluckspilz4me,2010-03-05,8,40,15,14,0,0,1,1,
Pamela05471853,2020-11-07,0,12,0,0,0,0,0,1,
laohei_cn,2012-05-04,0,18,3,0,0,0,1,1,
EsmeraldSmajic,2020-11-07,2,99,1,0,0,0,0,1,
LaurenBagley6,2020-11-07,0,1,0,0,0,0,0,1,
grantbedenbaugh,2020-06-04,3,9,2,0,0,0,0,1,
HelleneMay,2020-11-07,0,5,0,0,0,0,0,1,
ngSn44182163,2020-11-07,0,18,0,0,0,0,0,1,
LjJPbmcZZsLH3DA,2020-11-07,0,68,0,0,0,0,0,1,
KendraSue_21,2011-05-05,85,171,486,5410,2,0,1,0,
Angela92065141,2020-03-19,0,32,3,0,0,0,0,1,
foxstocktv,2020-11-07,0,10,0,0,0,0,0,1,
RealNew17782368,2020-11-07,0,11,0,0,0,0,1,1,
alexomator1,2014-07-28,4,144,267,63,0,0,1,1,
459182204,2012-11-15,0,9,0,0,0,0,0,1,
maika_parenteau,2020-10-19,0,32,0,0,0,0,0,1,
spliizz,2009-06-26,24,175,58,47,0,0,1,0,
kkam56488384,2020-11-06,0,3,0,0,0,0,0,1,
AmberHoferer,2020-11-07,0,113,0,0,0,0,0,1,
ivf96RTcVvEi6Dh,2020-11-05,0,1,0,0,0,0,0,1,
YimkumL,2020-06-04,0,4,0,0,0,0,0,1,
MDibazar,2017-01-28,4,4,0,0,0,0,0,1,
AnjaliChetry3,2020-11-07,0,38,0,0,0,0,0,1,
KikiAnd94974030,2020-11-07,0,6,0,0,0,0,0,1,
jbambrick99,2020-09-17,5,99,94,29,0,0,1,1,
mpbolly2020,2020-09-19,0,12,0,0,0,0,0,1,
Beatriz73527885,2020-07-21,1,26,0,0,0,0,0,1,
Sam04733704,2020-10-26,0,2,0,0,0,0,0,1,
briannabecker08,2010-09-06,59,84,842,11,0,0,0,0,
Ana38337327,2020-11-07,0,16,0,0,0,0,0,1,
emrbthnn,2020-11-06,0,17,1,0,0,0,0,1,
LChar,2020-06-05,1,12,1,0,0,0,0,1,
Fu49371027,2020-11-07,0,6,0,0,0,0,0,1,
MaricruzAguayo1,2020-11-07,2,66,0,0,0,0,0,1,
christy_geyer,2020-09-17,0,2,0,0,0,0,0,1,
denise_marxsen,2020-11-06,0,10,0,0,0,0,0,1,
Karti1144,2010-05-06,44,104,66,22,0,0,1,1,
Anna03086912,2020-08-25,2,26,6,0,0,0,1,1,
BaqirRaza146313,2016-07-31,7,80,630,92,0,0,1,1,
LitalGoelman,2020-11-07,0,63,2,0,0,0,0,1,
Long94692333,2019-02-07,0,7,0,0,0,0,1,1,
c_shelton20,2013-04-22,112,77,442,118,0,0,1,1,
DaneReex,2020-11-07,0,4,0,0,0,0,0,1,
Rw6PvOh6CxlO65n,2020-11-06,0,2,1,0,0,0,0,1,
Kimba40490330,2020-11-06,0,3,3,0,0,0,0,1,
Amanda45090968,2020-11-06,1,17,0,0,0,0,0,1,
Shirley90331813,2020-11-07,0,2,0,0,0,0,0,1,
LorenaN62077358,2020-11-07,0,20,0,0,0,0,0,1,
lydis25669421,2020-11-04,0,2,5,0,0,0,0,1,
membersgg,2020-01-19,1,7,9,0,0,0,0,1,
SamanthaTedesc2,2020-11-07,0,2,1,0,0,0,0,1,
RodalVictor,2014-03-10,10,218,1113,1024,0,0,1,1,
5BfyJYcx0nAkLpy,2016-12-19,0,1,0,0,0,0,0,1,
Comem18,2020-09-15,0,3,0,0,0,0,0,1,
fun4oma,2020-11-07,0,73,0,0,0,0,0,1,
Christi03481813,2020-11-07,0,32,0,0,0,0,0,1,
kweenkush1,2020-10-17,0,56,0,0,0,0,0,1,
shPaWdjumUBbcDY,2018-07-05,0,5,63,0,0,0,0,1,
JorgeLuisCifu19,2020-01-17,0,4,0,0,0,0,0,1,
Timbrow14392781,2020-11-07,0,4,0,0,0,0,0,1,
LPetith,2010-04-08,3,6,0,0,0,0,0,1,
MCsernyanszki,2017-08-05,0,7,7,0,0,0,1,1,
D15Libby,2020-11-07,0,28,1,0,0,0,0,1,
scaneh3,2020-11-07,1,12,0,0,0,0,0,1,
0504BwithUuu,2018-10-26,0,7,171,0,0,0,1,1,
Karina00634609,2020-07-24,1,3,1,0,0,0,0,1,
GeisslerHp,2019-04-27,0,12,0,0,0,0,0,1,
NoobertKronos,2020-08-06,0,14,0,0,0,0,0,1,
nissazhaf,2014-04-25,101,247,75,1218,0,0,1,1,
Just_Zaytiggy,2018-03-12,28,163,224,203,0,0,1,1,
yengg43799715,2020-03-09,0,5,273,0,0,0,0,1,
3a3y3oyy,2020-06-28,16,89,119,426,0,0,1,1,
earlftw,2014-11-19,13,2,0,0,0,0,0,1,
giangto19,2020-11-07,0,1,0,0,0,0,0,1,
EfktsN1pvSNnO6K,2020-11-07,0,12,0,0,0,0,0,1,
PeBu30,2020-11-06,0,10,0,0,0,0,0,1,
Connor_Weihe,2011-07-13,493,404,5445,672,1,0,1,0,
AthanaRoula,2020-11-07,0,12,0,0,0,0,0,1,
MstKhodeja,2020-07-27,0,2,0,0,0,0,0,1,
joha12,2009-04-01,23,11,3982,0,0,0,0,1,
skywalker_rob,2013-05-04,2,20,10,8,0,0,1,1,
huygia86288500,2020-11-07,0,3,0,0,0,0,0,1,
youth106,2018-07-28,3,23,1191,39,0,0,1,0,
GhimaRach,2020-11-04,0,36,1,0,0,0,0,1,
HQ7ewy0Q7rAdeFU,2020-02-29,0,49,13,0,0,0,0,1,
Hellrazorf29,2017-06-19,0,18,5,0,0,0,0,0,
PattiNaz2,2020-11-07,0,4,1,0,0,0,0,1,
Denise46335958,2020-11-07,0,5,0,0,0,0,0,1,
AmirAli95910016,2020-11-05,2,28,0,0,0,0,0,1,
_Maheshbabu_,2010-08-08,2,11,0,0,0,0,0,1,
Elizabe40543835,2020-11-07,0,39,2,0,0,0,0,1,
karen94142276,2020-09-10,0,18,14,0,0,0,0,1,
Diya94140957,2020-03-24,1,49,167,1,0,0,1,1,
ham_man94,2017-07-11,3,78,3,0,0,0,0,1,
kflaWIjYCMUE2nF,2020-11-01,0,15,0,0,0,0,0,1,
TaaffeTrudy,2017-09-06,0,5,2,0,0,0,0,1,
AbearMaddie,2020-11-07,2,11,0,0,0,0,0,1,
NancyMeloZambr1,2019-12-08,0,8,7,0,0,0,0,1,
verdemd,2010-01-17,322,493,4936,32179,1,0,1,0,
MayaPham7,2020-11-07,0,6,0,0,0,0,0,1,
Jon61328957,2020-11-07,0,6,0,0,0,0,0,1,
ozdepmn,2020-11-07,0,27,7,0,0,0,0,1,
Dan00910487,2020-11-07,0,3,0,0,0,0,0,1,
ceejokes,2010-03-25,21,81,38,64,0,0,1,1,
Mai04286168,2020-11-07,0,2,0,0,0,0,0,1,
Tina38170889,2020-11-07,0,32,0,0,0,0,0,1,
Rikudo_6,2015-09-19,43,622,517,32,0,0,1,1,
playboiuzi8,2020-04-20,0,5,0,0,0,0,0,1,
Jesslyn36277459,2020-11-07,2,40,3,0,0,0,0,1,
Marie26858161,2020-11-07,0,6,1,0,0,0,0,1,
qq821582717,2015-02-04,1,22,3,0,0,0,0,1,
LisaDur81391539,2020-11-07,0,7,0,0,0,0,0,1,
wnas1512,2020-10-16,0,77,4,0,0,0,0,1,
uttamsojitra,2012-02-25,1,10,0,0,0,0,0,1,
Tamera31506833,2020-07-13,2,20,8,0,0,0,0,1,
travis_roux,2018-06-18,5,68,0,0,0,0,0,1,
nenni73528597,2020-11-07,0,3,0,0,0,0,0,1,
zukeoshiro,2014-04-30,1,5,0,0,0,0,0,1,
AmandaMartinho5,2016-09-26,23,74,11,0,0,0,1,1,
CIdriiss,2020-11-06,1,5,0,0,0,0,0,1,
Gabriel37008751,2020-11-07,0,18,2,0,0,0,0,1,
Trapie9,2020-11-07,0,27,1,0,0,0,0,1,
Savejkh37039036,2020-11-05,0,10,0,0,0,0,0,1,
Frankosalomon,2017-08-03,139,533,3358,2023,0,0,1,1,
TKolvi,2020-11-02,1,82,5,0,0,0,0,1,
Anthony27238239,2020-11-07,0,3,0,0,0,0,0,1,
lordabrory,2020-11-07,0,7,0,0,0,0,0,1,
AshtonElsingho1,2020-09-19,1,19,47,0,0,0,0,1,
jeanny21131479,2020-11-07,1,17,0,0,0,0,0,1,
HiggsChosen,2020-11-07,0,18,1,0,0,0,0,1,
Joshua03652958,2020-11-07,0,1,0,0,0,0,0,1,
diane_basinet,2016-12-27,0,7,28,2,0,0,1,1,
ImmuneRevival,2016-11-16,0,30,20,0,0,0,1,1,
souad64459733,2020-08-08,4,9,0,0,0,0,0,1,
SamNunn52379473,2020-11-07,0,38,1,0,0,0,0,1,
Daoosh8,2020-11-01,2,163,76,6,0,0,1,1,
kevinbailey007,2013-05-01,4,3,0,0,0,0,0,1,
Unjourpeuttre2,2020-10-11,83,180,936,533,0,0,1,1,
Cynthia47682896,2020-11-07,0,4,0,0,0,0,0,1,
Geiver82812682,2020-11-07,0,16,8,0,0,0,0,1,
Mogalanyane,2010-05-24,41,341,205,385,0,0,1,1,
kirotide123,2020-11-07,0,1,0,0,0,0,0,1,
SkatesMakes,2012-03-03,17,161,113,2,0,0,1,0,
pXGd3zAe1Y5eUwY,2020-10-18,0,51,17,0,0,0,0,1,
Byunberry10,2020-10-27,0,5,0,0,0,0,0,1,
961Pc2SpzEgg34U,2020-09-02,0,2,0,0,0,0,1,1,
Fatdogdeadbaby,2020-05-23,0,11,114,0,0,0,1,1,
lakhwinder903,2020-11-05,2,4,0,0,0,0,0,1,
Sajjadahmed071,2020-11-07,0,40,0,0,0,0,0,1,
marcusm09,2014-08-26,252,181,1698,702,0,0,1,1,
burnick5,2020-11-06,0,23,0,0,0,0,0,1,
AlzahraniHanee,2020-07-04,1,94,2,0,0,0,0,1,
Mia57938658,2020-11-06,0,2,0,0,0,0,0,1,
Stephen56825748,2020-10-16,0,21,22,0,0,0,0,1,
Kain38993344,2020-11-07,0,3,1,0,0,0,0,1,
DebrekaYoung,2020-11-07,1,54,0,0,0,0,0,1,
JustinHsieh16,2020-11-07,0,7,0,0,0,0,0,1,
SABA0929,2020-11-04,5,119,32,0,0,0,1,1,
CpGK5ZEBH3GaRDp,2020-07-14,11,147,1,0,0,0,0,1,
420madchocolate,2014-08-17,1,28,163,140,0,0,1,1,
b50089293,2020-11-07,0,21,0,0,0,0,0,1,
Mahesh070315277,2020-01-05,0,9,5,0,0,0,0,1,
pepperfection,2011-11-20,5,53,69,48,0,0,1,1,
julynnc7,2015-07-17,3,10,21,0,0,0,0,1,
Yishq1,2020-02-19,1,5,15,3,0,0,1,1,
ryo__weare,2019-02-12,23,61,78,0,0,0,1,1,
Jill01990736,2020-11-07,0,50,0,0,0,0,0,1,
ghadashaba71gm1,2020-11-07,0,1,0,0,0,0,0,1,
sdumois2,2020-11-07,0,7,0,0,0,0,0,1,
Jonny60310461,2020-10-23,0,8,0,0,0,0,0,1,
GregBunn12,2020-11-07,1,15,0,0,0,0,0,1,
HelenCoughlan8,2020-11-06,0,3,0,0,0,0,0,1,
AdrianJRugama,2019-12-20,63,101,2581,1231,0,0,1,1,
d_swalih,2020-05-26,1,69,7,0,0,0,0,1,
thatsrazzults,2020-03-25,0,71,3,0,0,0,0,1,
Brett55113989,2020-09-06,0,38,2,0,0,0,0,1,
davemagillis,2016-08-31,6,56,0,0,0,0,0,1,
Epithetankgirl,2011-02-25,42,210,104,1276,0,0,1,0,
yaya42702561,2020-11-07,0,2,0,0,0,0,0,1,
Maus19891,2020-11-07,0,2,0,0,0,0,0,1,
PnXKouMTNoVCivd,2020-10-30,0,2,0,0,0,0,0,1,
abbosh15,2020-11-04,1,28,0,0,0,0,0,1,
Trish23879125,2020-11-07,0,2,0,0,0,0,0,1,
richard28265507,2020-09-19,0,11,0,0,0,0,0,1,
zonunz,2020-06-04,1,8,6,0,0,0,0,1,
Stephan39798385,2020-06-06,0,26,0,0,0,0,1,1,
KaylaBill4,2020-11-07,0,16,0,0,0,0,0,1,
bel_lidu,2020-11-07,0,16,0,0,0,0,0,1,
bea747,2009-06-03,1,2,0,0,0,0,0,1,
Q8NfNsOphw88Vdo,2020-10-25,0,3,0,0,0,0,0,1,
KayleyVerdon,2020-09-29,0,64,27,0,0,0,0,1,
eileenaboyle,2015-12-17,5,53,8,0,0,0,0,1,
ArcadifeArcadi,2014-09-09,34,89,1687,1888,1,0,1,1,
nidsher,2020-11-05,3,41,0,0,0,0,0,1,
____suby,2020-10-11,71,75,101,89,0,0,1,1,
ShephardNatalia,2020-11-07,0,4,0,0,0,0,0,1,
wada7kamal,2019-02-23,0,48,0,0,0,0,0,1,
BrooklynRaifsn1,2020-11-07,0,3,0,0,0,0,0,1,
DaphneYvette1,2020-11-07,0,4,2,0,0,0,0,1,
kellyca62934796,2020-10-29,0,30,0,0,0,0,0,1,
christie4glory,2012-03-26,69,372,1841,1094,0,0,1,0,
EnloePam,2020-11-07,0,11,0,0,0,0,0,1,
m__abdelkhalek,2013-03-04,8,23,0,0,0,0,0,1,
Jacquel77508555,2020-11-07,0,6,0,0,0,0,0,1,
Kev_Syn,2011-10-15,0,5,309,0,0,0,0,1,
PikaChu73454698,2020-11-07,0,20,0,0,0,0,0,1,
ycj411364576,2020-11-07,0,2,0,0,0,0,0,1,
ShinuM11,2020-11-07,0,3,0,0,0,0,0,1,
MendoncaFrauer,2011-11-16,0,117,26,9,0,0,1,1,
ltylowell,2019-07-10,0,14,80,16,0,0,1,1,
FredCoins,2020-10-23,1,41,1,0,0,0,0,1,
goodpeace8,2020-01-12,1205,844,29523,1734,7,0,1,1,
SarojPa13859824,2020-11-07,0,40,0,0,0,0,0,1,
Ghtfg92960375,2020-11-06,0,9,1,0,0,0,0,1,
Nam36243336,2020-11-07,0,2,0,0,0,0,0,1,
_windyorbits_,2020-11-07,0,15,3,0,0,0,0,1,
kellyrbruce,2014-05-30,4,29,0,0,0,0,0,1,
CapriDiana1,2020-11-07,0,9,19,0,0,0,0,1,
kazuya12347,2020-11-03,3,3,0,0,0,0,0,1,
gnesHartmann1,2020-11-07,0,2,0,0,0,0,0,1,
Almed4llo,2015-08-20,6,262,53,38,0,0,1,1,
MekraniRayyan,2020-11-07,1,18,21,0,0,0,0,1,
armyguun,2020-11-07,0,9,0,0,0,0,0,1,
lemailong3,2020-11-07,1,20,0,0,0,0,0,1,
ClearAlso,2020-11-07,0,2,0,0,0,0,0,1,
1chayyim,2020-11-07,0,23,0,0,0,0,0,1,
alxx0rz,2008-08-08,191,489,4451,1516,12,0,1,0,
Eva27860779,2020-11-07,0,7,0,0,0,0,0,1,
sadspb_citizen,2011-04-17,2,101,405,0,0,0,1,1,
adel_cohen,2020-11-07,0,4,2,0,0,0,0,1,
MeMeesah,2020-09-19,0,11,1,0,0,0,0,1,
TWEAKIN13,2020-11-06,3,27,1,2,0,0,1,1,
BaljitK09245334,2020-11-07,0,4,4,0,0,0,0,1,
KnoxStud,2020-11-07,0,18,0,0,0,0,0,1,
HTTrish1,2020-11-07,0,32,0,0,0,0,0,1,
TimpsonEddie,2020-11-07,0,1,0,0,0,0,0,1,
3DuCzMhergJibHF,2020-03-04,0,13,0,0,0,0,0,1,
fabio_sappia,2020-11-07,0,3,5,0,0,0,0,1,
Kelgurl421,2020-11-07,0,11,0,0,0,0,0,1,
ben_dorling1,2016-09-02,5,155,6,0,0,0,0,1,
Ruggier5,2020-10-22,0,3,39,0,0,0,0,1,
jeannadeering1,2020-11-07,0,6,0,0,0,0,0,1,
Nikki71158754,2020-11-07,0,3,0,0,0,0,0,1,
SanderdeKoster1,2019-04-30,1,6,0,0,0,0,0,1,
Steve86628002,2020-11-07,0,7,0,0,0,0,0,1,
Bigman5506,2020-11-03,0,56,0,0,0,0,1,1,
MahediH99690409,2020-10-28,0,24,2,0,0,0,0,1,
ImmyH2,2018-10-13,0,9,0,0,0,0,1,1,
veronic84997325,2020-11-07,0,2,0,0,0,0,0,1,
JamesAn98766755,2020-11-06,4,44,3,0,0,0,0,1,
clarehoulihan_,2020-10-21,2,30,1,0,0,0,0,1,
Mncherei1,2020-11-07,0,1,0,0,0,0,0,1,
Phil11765903,2020-11-06,0,1,0,0,0,0,0,1,
KhunphonNguyen,2019-12-02,0,21,0,0,0,0,0,1,
noway23130596,2020-11-07,0,13,1,0,0,0,0,1,
GarabitoInes,2020-11-07,0,11,0,0,0,0,0,1,
Robertm32781175,2020-11-07,0,3,0,0,0,0,0,1,
dan_sky78,2020-11-07,0,86,5,0,0,0,0,1,
RealPapadog,2020-11-07,0,12,0,0,0,0,0,1,
asia89999997,2020-02-19,0,1,0,0,0,0,0,1,
SarahEttingerKY,2015-08-15,10,103,12,4,0,0,1,1,
onlymeetg,2013-07-20,3,42,9,0,0,0,0,1,
FrankKe50149644,2020-07-04,1,1,0,0,0,0,0,1,
VhutshiloPhungo,2020-11-03,4,206,19,0,0,0,0,1,
julian_louey,2017-08-09,2,8,0,0,0,0,0,1,
James58080121,2020-11-07,0,14,0,0,0,0,0,1,
Feifan77412846,2020-11-07,0,2,0,0,0,0,0,1,
CombsRuthena,2020-11-07,0,30,0,0,0,0,0,1,
boong_tung,2020-11-07,0,29,0,0,0,0,0,1,
BozhokAlex,2020-11-07,0,3,0,0,0,0,0,1,
thisislukas2,2020-11-07,0,1,12,0,0,0,0,1,
jasperray17,2020-11-07,0,4,0,0,0,0,0,1,
Rodger09183671,2020-11-01,0,28,0,0,0,0,0,1,
gazarevy,2010-09-29,0,29,21,0,0,0,1,1,
SugrueMaureen,2020-11-07,0,1,0,0,0,0,0,1,
VbBg8KmhzMnGbLB,2020-11-06,0,2,0,0,0,0,0,1,
EmraniNellie,2020-11-07,0,23,0,0,0,0,0,1,
Lauryn28945169,2020-11-07,0,13,2,0,0,0,0,1,
GMpsMq2EtmHXIJs,2019-02-10,4,615,0,0,0,0,0,1,
silpo10,2012-01-01,141,493,10536,9709,1,0,1,0,
cruzyuli22,2020-11-02,3,18,0,0,0,0,0,1,
LngThMaiLan2,2020-11-07,0,12,0,0,0,0,0,1,
wipzgSHJcgWVnhl,2020-11-05,0,14,4,0,0,0,0,1,
c_santana0719,2016-10-20,0,33,0,0,0,0,0,1,
Fred31977937,2020-11-07,0,26,1,0,0,0,0,1,
Mdosman07735421,2019-09-26,0,7,1,0,0,0,0,1,
RonHill09492460,2020-11-07,0,10,0,0,0,0,0,1,
Michell21322753,2020-11-07,0,24,0,0,0,0,0,1,
JoyceChamblee,2011-08-08,5,34,46,9,0,0,1,0,
maria46461304,2020-11-03,0,7,0,0,0,0,0,1,
PamelaW17703903,2018-12-27,0,21,1,0,0,0,0,1,
MboniSam,2018-03-20,7,61,33,0,0,0,0,1,
oooooooMiKa,2009-06-19,0,17,0,0,0,0,1,0,
