brand,reviewID,reviewContent,reviewStars,reviewDate,reviewCountry
"Axe","1675945329-979","The only one my son and husband use. They love the smell and don’t stink at the end of the day when they use it.",5,"January 11, 2019","United States"
"Axe","1675945329-980","I have been using Axe deodorant for years. Something has changed or is different. Doesn't last longer than a couple of hours. Very irritating... it use to last over 24 hours. I do not  know if this was a fluke or this is a knock off?",1,"March 18, 2022","United States"
"Axe","1675945329-981","My son (16) has used Axe deodorant since he started wearing deodorant and all of a sudden he starts complaining his underarms are burning. His entire armpits are burnt red and welted up from this. I have ordered Axe from Amazon many times and have never had this issue before. However, we will no longer buy Axe from Amazon. I bought him some from Target and have had no issues. If I could zero stars I would.",1,"August 6, 2021","United States"
"Axe","1675945329-982","Great value for money. It lasts a long time",5,"May 18, 2020","United States"
"Axe","1675945329-983","Been using Axe deodorant for years. This new batch doesn't last longer than a few hours. Used to work the entire day. Now doesn't work even after 10 strokes on each pit. Doesn't faze the funk. Very irritated with 3.5 of these left over.",1,"March 1, 2022","United States"
"Axe","1675945329-984","item came on time and as promised",4,"May 12, 2018","United States"
"Axe","1675945329-985","They have no good smell and very fatty",1,"August 7, 2022","United States"
"Axe","1675945329-986","Great buy! This is my son's fave deo and was glad to find it in a bulk pack.",5,"June 15, 2019","United States"
"Axe","1675945329-987","Always use Axe deodorant without issue but this multipack of deodorant is different and doesn’t offer even a days worth of odor protection. Disappointed",1,"May 20, 2022","United States"
"Axe","1675945329-988","Great products",5,"September 5, 2020","United States"
"Axe","1675945329-989","The body wash works and smells great. The deodorant didn’t work as well as my previous deodorant so I’m going back to my old stuff.",1,"May 8, 2022","United States"
"Axe","1675945329-990","Product doesn’t work",1,"August 20, 2022","United States"
"Axe","1675945329-991","Ordered these because the picture showed the older style. Received the new formula that lasts all of 2 hours max. I hate this new version. Was hoping it was a mistake then came back to look at the reviews and many others said they experienced the same thing. Very disappointing since I have been using axe for the last 20 years.",1,"September 7, 2021","United States"
"Axe","1675945329-992","As advertised",4,"June 27, 2018","United States"
"Axe","1675945329-993","The old version of Axe Phoenix used to actually last more than a day. This total crap lasts MAYBE 8 hrs if you literally sit and do nothing. If you even move at all, you’ll get 2-4 hrs and then start stinking. This went from something I bought for 10 years to this “new formula” bs that’s something I’ll never buy again.",1,"August 27, 2021","United States"
"Axe","1675945329-994","Good",5,"September 24, 2020","United States"
"Axe","1675945329-995","It is a deodorant that does not work as a deodorant.  The Axe ""Dry"" products last much longer, even the same Phoenix scent.  Barely a few hours, and I am female, shave my pits, and barely sweat, and I can smell myself.  Not a good value, and definitely not 48 hours.",1,"September 28, 2021","United States"
"Axe","1675945329-996","Stinks",1,"August 20, 2022","United States"
"Axe","1675945329-997","Doesn't last long sweats right off was suppose to be powder.",1,"July 5, 2022","United States"
"Axe","1675945329-998","Good buy",5,"July 27, 2020","United States"
"Axe","1675945329-999","I’ve used this deodorant for the last 15 years or so. They recently “updated” the formula and it’s awful. It does not last anywhere near long enough to be useful. It is very unfortunate because I loved the old formula. I’m off to try out some new brands… Wish me luck!",1,"September 16, 2021","United States"
"Axe","1675945329-1000","I don't know if they changed the formula but it no longer works for my son or me.",1,"May 19, 2022","United States"
"Axe","1675945329-1001","Love the smell of this deodorant, arrived on time",5,"December 18, 2019","United States"
"Axe","1675945329-1002","I’ve been using Axe Gel Sticks for a long time and haven’t had any problems myself in the past. The recent pack I bought had new packaging. I don’t know if they reformulated the stick but I feel this batch has done nothing for me. I haven’t had a problem with gel sticks in the past but this last order I got I’m basically going to throw away.",1,"May 16, 2021","United States"
"Axe","1675945329-1003","I have always used Axe and loved it. But Ace changed their formula to “paraben and aluminum free” and It honestly doesn’t work anymore. It makes you smell sweaty which is so gross and disappointing. I’ll have to switch brands now.",1,"November 9, 2021","United States"
"Axe","1675945329-1004","Very good",5,"July 20, 2020","United States"
"Axe","1675945329-1005","As good as the store",5,"April 26, 2020","United States"
"Axe","1675945329-1006","I have been using this for years. Works really well and keeps you dry.",5,"May 16, 2019","United States"
"Axe","1675945329-1007","Rip off, doesn't stop odor at all, back to my Old Spice!",1,"June 5, 2022","United States"
"Axe","1675945329-1008","Fantastic deal better than a store.",5,"March 3, 2020","United States"
"Axe","1675945329-1009","Good value for price, same as store brought axe",5,"December 14, 2019","United States"
"Axe","1675945329-1010","Great product",5,"June 15, 2020","United States"
"Axe","1675945329-1011","This product does nothing for body odor protection!!!do not buy",1,"June 14, 2022","United States"
"Axe","1675945329-1012","Purchased for my son he really likes the smell and it works like it should.",5,"January 19, 2019","United States"
"Axe","1675945329-1013","Always buy that brand but that fragrance does not meet with au function.",1,"May 28, 2022","United States"
"Axe","1675945329-1014","This is for the 'new' stick that is blue. The blue sticks are trash that don't work like the old white sticks. The blue ones also cause a reaction which is why I ordered when it was listed as dry.",1,"October 11, 2021","United States"
